Scientific Name
Basiphyllaea corallicola
Bauhinia x blakeana
Bauhinia yunnanensis
Begonia hirtella
Beloglottis costaricensis
Berlandiera x humilis
Berlandiera subacaulis
Billbergia pyramidalis
Bischofia javanica
Bituminaria bituminosa
Blechnum serrulatum
Bletia florida
Bletia patula
Bletia purpurea
Bletilla striata
Blumea viscosa
Boltonia apalachicolensis
Bonamia grandiflora
Bontia daphnoides
Borrichia x cubana
Borrichia arborescens
Bourreria cassinifolia
Bourreria radula
Bourreria succulenta
Bouteloua dimorpha
Brasiliopuntia brasiliensis
Brassia caudata
Breynia disticha
Bromelia pinguin
Brosimum alicastrum
Browallia americana
Brugmansia suaveolens
Bruguiera gymnorhiza
Bucida buceras
Bucida molinetii
Buddleja madagascariensis
Bulbophyllum pachyrachis
Burmannia flava
Bursera simaruba
Butia capitata
Byrsonima lucida
Cabomba haynesii
Cabomba palaeformis
Caesalpinia major
Caesalpinia pauciflora
Cajanus cajan
Caladium bicolor
Calamovilfa curtissii
Calliandra haematomma
Callisia fragrans
Callisia ornata
Callitris glaucophylla
Calophyllum antillanum
Calyptranthes pallens
Calyptranthes zuzygium
Campanula floridana
Campanula robinsiae
Campylocentrum pachyrrhizum
Campyloneurum angustifolium
Campyloneurum costatum
Campyloneurum phyllitidis
Canavalia brasiliensis
Canella winterana
Caperonia castaneifolia
Capparis cynophallophora
Capparis flexuosa
Cardiospermum microcarpum
Carex paeninsulae
Carex vexans
Carica papaya
Carphephorus carnosus
Carpobrotus edulis
Carya floridana
Caryota mitis
Caryota urens
Casasia clusiifolia
Casearia nitida
Cassia afrofistula
Cassia fistula
Cassia grandis
Cassia javanica
Castanea crenata
Casuarina cunninghamiana
Casuarina equisetifolia
Casuarina glauca
Catesbaea parviflora
Catopsis berteroniana
Catopsis floribunda
Catopsis nutans
Cayaponia americana
Cecropia adenopus
Celastrus paniculatus
Celosia trigyna
Centella asiatica
Centratherum punctatum
Centrosema arenicola
Centrosema sagittatum
Ceratotheca triloba
Chamaecrista lineata
Chamaecrista pilosa
Chamaecrista rotundifolia
Chamaecrista serpens
Chamaedorea seifrizii
Chamaesyce x keyensis
Chamaesyce adenoptera
Chamaesyce blodgettii
Chamaesyce conferta
Chamaesyce cumulicola
Chamaesyce deltoidea
Chamaesyce garberi
Chamaesyce lasiocarpa
Chamaesyce mendezii
Chamaesyce mesembrianthemifolia
Chamaesyce pergamena
Chamaesyce porteriana
Chamaesyce thymifolia
Chapmannia floridana
Chaptalia albicans
Chaptalia dentata
Chasmanthium ornithorhynchum
Cheilanthes microphylla
Cheiroglossa palmata
Chiococca parvifolia
Chionanthus pygmaeus
Chloris radiata
Chromolaena frustrata
Chrysobalanus icaco
Chrysophyllum oliviforme
Chrysopogon aciculatus
Chrysopogon fulvus
Chrysopsis floridana
Chrysopsis godfreyi
Chrysopsis lanuginosa
Chrysopsis latisquamea
Chrysopsis linearifolia
Chrysopsis scabrella
Chrysopsis subulata
Cienfuegosia yucatanensis
Cinnamomum verum
Cissampelos pareira
Cissus verticillata
Citharexylum spinosum
Citrus x aurantiifolia
Citrus x limon
Citrus x limonia
Citrus x paradisi
Citrus x sinensis
Citrus medica
Citrus reticulata
Clematis baldwinii
Cleome rutidosperma
Cleome speciosa
Cleome spinosa
Clerodendrum x speciosum
Clerodendrum chinense
Clerodendrum glabrum
Clerodendrum kaempferi
Clerodendrum speciosissimum
Clerodendrum umbellatum
Cleyera japonica
Clitoria fragrans
Clusia rosea
Coccocypselum hirsutum
Coccoloba diversifolia
Coccoloba uvifera
Coccothrinax argentata
Cocculus laurifolius
Cojoba graciliflora
Colubrina arborescens
Colubrina asiatica
Colubrina cubensis
Colubrina elliptica
Commelina forskaolii
Commelina nigritana
Condylidium iresinoides
Conradina canescens
Conradina etonia
Conradina glabra
Conradina grandiflora
Consolea corallicola
Conyza laevigata
Corchorus hirsutus
Corchorus siliquosus
Cordia bahamensis
Cordia curassavica
Cordia dichotoma
Cordia globosa
Cordia myxa
Cordia sebestena
Coreopsis floridana
Coreopsis leavenworthii
Cornutia grandiflora
Cosmos caudatus
Cranichis muscosa
Crassocephalum crepidioides
Crataegus arborea
Crataegus consanguinea
Crataegus lacrimata
Crataegus panda
Crescentia cujete
Crinum asiaticum
Crinum zeylanicum
Crossopetalum ilicifolium
Crossopetalum rhacoma
Crotalaria avonensis
Crotalaria juncea
Crotalaria trichotoma
Crotalaria verrucosa
Crotalaria virgulata
Croton lobatus
Croton trinitatis
Cryptocoryne walkeri
Cryptocoryne wendtii
Cryptostegia madagascariensis
Ctenitis sloanei
Ctenitis submarginalis
Cucumis metuliferus
Cucurbita okeechobeensis
Cullen americanum
Cupania glabra
Cupaniopsis anacardioides
Cuphea aspera
Cuphea strigulosa
Curculigo capitulata
Curcuma zedoaria
Cuscuta americana
Cyanthillium cinereum
Cyathea cooperi
Cyclopogon cranichoides
Cyclopogon elatus
Cydista aequinoctialis
Cymbopogon citratus
Cymbopogon jwarancusa
Cynanchum blodgettii
Cynanchum northropiae
Cyperus alopecuroides
Cyperus filiformis
Cyperus floridanus
Cyperus fuligineus
Cyperus hyalinus
Cyperus ligularis
Cyperus papyrus
Cyperus prolifer
Cyperus sphacelatus
Cyperus unioloides
Cypselea humifusa
Cyrtopodium polyphyllum
Cyrtopodium punctatum
Dactyloctenium radulans
Dalbergia brownei
Dalbergia ecastaphyllum
Dalbergia sissoo
Dalea adenopoda
Dalea carthagenensis
Deeringothamnus pulchellus
Deeringothamnus rugelii
Delonix regia
Dendrophylax lindenii
Dennstaedtia bipinnata
Desmanthus leptophyllus
Desmodium scorpiurus
Desmodium triflorum
Dianella caerulea
Dicerandra x thinicola
Dicerandra christmanii
Dicerandra cornutissima
Dicerandra densiflora
Dicerandra frutescens
Dicerandra immaculata
Dichrostachys cinerea
Dicranopteris flexuosa
Dieffenbachia seguine
Digitaria dolichophylla
Digitaria eriantha
Digitaria floridana
Digitaria gracillima
Digitaria horizontalis
Digitaria pauciflora
Digitaria setigera
Digitaria simpsonii
Dimocarpus longan
Dionaea muscipula
Dioscorea sansibarensis
Diospyros digyna
Diospyros ebenum
Diospyros maritima
Diplazium esculentum
Dodonaea viscosa
Dorstenia contrajerva
Drosera x californica
Drynaria quercifolia
Drypetes diversifolia
Drypetes lateriflora
Dyckia brevifolia
Dypsis lutescens
Dyschoriste angusta
Echinochloa esculenta
Echinodorus floridanus
Echites umbellatus
Eichhornia azurea
Eichhornia paniculata
Elaeis guineensis
Eleocharis nana
Eleocharis nigrescens
Eltroplectris calcarata
Emilia coccinea
Encyclia rufa
Encyclia tampensis
Enterolobium contortisiliquum
Enydra fluctuans
Epidendrum acunae
Epidendrum amphistomum
Epidendrum boricuarum
Epidendrum floridense
Epidendrum nocturnum
Epidendrum radicans
Epidendrum rigidum
Epidendrum strobiliferum
Epiphyllum hookeri
Epipremnum pinnatum
Equisetum ramosissimum
Eragrostis elongata
Eragrostis gangetica
Eragrostis prolifera
Eragrostis scaligera
Eranthemum pulchellum
Eriocaulon nigrobracteatum
Erithalis fruticosa
Ernodea cokeri
Ernodea littoralis
Eryngium cuneifolium
Eryngium divaricatum
Eucalyptus camaldulensis
Eucalyptus grandis
Eucalyptus robusta
Eugenia axillaris
Eugenia confusa
Eugenia foetida
Eugenia rhombea
Eugenia uniflora
Eulophia alta
Eupatorium chapmanii
Eupatorium mikanioides
Euphorbia chapmanii
Euphorbia graminea
Euphorbia lactea
Euphorbia milii
Euphorbia pinetorum
Euphorbia polyphylla
Euphorbia rosescens
Euphorbia telephioides
Euphorbia tirucalli
Euphorbia trichotoma
Eurybia chapmanii
Eurybia spinulosa
Euryops chrysanthemoides
Eustachys neglecta
Evolvulus convolvuloides
Evolvulus glomeratus
Evolvulus grisebachii
Exostema caribaeum
Exothea paniculata
Ficus altissima
Ficus americana
Ficus aurea
Ficus benghalensis
Ficus benjamina
Ficus citrifolia
Ficus elastica
Ficus microcarpa
Ficus religiosa
Ficus thonningii
Fimbristylis cymosa
Flacourtia indica
Flaveria floridana
Flaveria linearis
Flueggea acidoton
Freesia corymbosa
Freesia laxa
Fumaria capreolata
Furcraea foetida
Furcraea selloa
Galactia parvifolia
Galactia pinetorum
Galactia smallii
Galeandra bicarinata
Galenia secunda
Galphimia gracilis
Garberia heterophylla
Gentiana pennelliana
Gerbera jamesonii
Gibasis pellucida
Gisekia pharnacioides
Glandularia maritima
Glandularia tampensis
Glebionis coronarium
Gliricidia sepium
Gloriosa superba
Glycosmis parviflora
Gouania lupuloides
Govenia floridana
Graptophyllum pictum
Grevillea robusta
Grewia asiatica
Guaiacum officinale
Guaiacum sanctum
Guapira discolor
Guapira globosa
Guapira obtusata
Guettarda elliptica
Guettarda scabra
Guzmania monostachia
Gyminda latifolia
Gymnanthes lucida
Gynura aurantiaca
Habenaria distans
Habenaria macroceratitis
Habranthus robustus
Halophila decipiens
Halophila johnsonii
Hamelia patens
Haplocarpha lyrata
Harperocallis flava
Harpullia arborea
Harrisella porrecta
Harrisia aboriginum
Harrisia eriophora
Harrisia fragrans
Harrisia simpsonii
Hasteola robertiorum
Helianthemum arenicola
Helianthemum nashii
Helianthus carnosus
Heliconia latispatha
Heliconia rostrata
Heliotropium polyphyllum
Hemigraphis alternata
Hemigraphis reptans
Hibiscus acetosella
Hibiscus bifurcatus
Hibiscus cannabinus
Hibiscus furcellatus
Hibiscus poeppigii
Hibiscus radiatus
Hibiscus rosa-sinensis
Hibiscus sabdariffa
Hibiscus schizopetalus
Hibiscus tiliaceus
Hippobroma longiflora
Hippocratea volubilis
Hippomane mancinella
Holmskioldia sanguinea
Huperzia dichotoma
Hura crepitans
Hybanthus linearifolius
Hygrophila corymbosa
Hygrophila costata
Hygrophila difformis
Hylocereus undatus
Hymenachne amplexicaulis
Hymenocallis franklinensis
Hymenocallis gholsonii
Hymenocallis godfreyi
Hymenocallis henryae
Hymenocallis latifolia
Hymenocallis littoralis
Hymenocallis palmeri
Hymenocallis puntagordensis
Hymenocallis rotata
Hymenocallis tridentata
Hyparrhenia rufa
Hypelate trifoliata
Hypericum chapmanii
Hypericum cumulicola
Hypericum edisonianum
Hypericum exile
Hypericum lissophloeus
Hypolepis repens
Hyptis pectinata
Hyptis spicigera
Hyptis verticillata
Ibicella lutea
Ilex x attenuata
Ilex krugiana
Impatiens walleriana
Imperata brasiliensis
Indigofera colutea
Indigofera hendecaphylla
Indigofera oxycarpa
Indigofera pilosa
Indigofera tinctoria
Ionopsis utricularioides
Ipomoea aquatica
Ipomoea asarifolia
Ipomoea microdactyla
Ipomoea tenuissima
Ipomoea triloba
Iva asperifolia
Iva cheiranthifolia
Ixora coccinea
Ixora pavetta
Jacaranda mimosifolia
Jacquemontia curtissii
Jacquemontia havanensis
Jacquemontia pentanthos
Jacquemontia reclinata
Jacquinia armillaris
Jacquinia keyensis
Jasminum dichotomum
Jasminum fluminense
Jasminum multiflorum
Jasminum nitidum
Jasminum officinale
Jasminum sambac
Jatropha curcas
Jatropha gossypiifolia
Jatropha integerrima
Jatropha multifida
Justicia cooleyi
Justicia pectoralis
Justicia spicigera
Kalanchoe blossfeldiana
Kalanchoe daigremontiana
Kalanchoe gastonis-bonnieri
Kalanchoe integra
Kalanchoe laciniata
Kalanchoe pinnata
Kallstroemia pubescens
Khaya senegalensis
Koanophyllon villosum
Krugiodendron ferreum
Lachnocaulon engleri
Laelia rubescens
Lagascea mollis
Lagurus ovatus
Lantana depressa
Lantana involucrata
Laportea aestuans
Lasiacis divaricata
Lasiacis ruscifolia
Lechea cernua
Lechea divaricata
Lechea lakelae
Lepanthopsis melanantha
Lepianthes peltata
Lespedeza virgata
Leucaena esculenta
Leucojum vernum
Leucothrinax morrisii
Liatris garberi
Liatris gholsonii
Liatris ohlingerae
Liatris provincialis
Liatris savannensis
Licaria triandra
Lilium formosanum
Lilium iridollae
Lilium philippinense
Limnophila aromatica
Limnophila indica
Lindernia ciliata
Linum arenicola
Linum carteri
Linum macrocarpum
Linum westii
Liparis elata
Liriope spicata
Livistona chinensis
Livistona rotundifolia
Lobelia x rogersii
Lobelia brevifolia
Lobelia feayana
Lobelia homophylla
Lomariopsis kunzeana
Lonchocarpus punctatus
Lotononis bainesii
Lotus pedunculatus
Ludwigia bonariensis
Ludwigia curtissii
Ludwigia erecta
Ludwigia longifolia
Ludwigia ravenii
Ludwigia simpsonii
Lumnitzera racemosa
Lupinus albus
Lupinus cumulicola
Lupinus luteus
Lupinus westianus
Luziola bahiensis
Luziola subintegra
Lycoris radiata
Lygodium microphyllum
Lysiloma latisiliquum
Lysiloma sabicu
Lythrum flagellare
Macbridea alba
Macradenia lutescens
Magnolia ashei
Malachra alceifolia
Malachra fasciata
Malpighia coccigera
Malpighia emarginata
Malvastrum corchorifolium
Mangifera indica
Manilkara jaimiqui
Manilkara zapota
Maranta arundinacea
Marsilea ancylopoda
Marsilea hirsuta
Matelea floridana
Maurandya barclaiana
Maxillaria crassifolia
Maxillaria parviflora
Melaleuca linariifolia
Melaleuca quinquenervia
Melampodium divaricatum
Melanthera angustifolia
Melanthera ligulata
Melanthera parvifolia
Melicoccus bijugatus
Melinis minutiflora
Melochia nodiflora
Mentzelia floridana
Merremia aegyptia
Merremia cissoides
Merremia quinquefolia
Merremia umbellata
Mesadenus lucayanus
Metopium toxiferum
Micranthemum glomeratum
Microgramma heterophylla
Microstachys corniculata
Mikania micrantha
Millettia pinnata
Mimosa pudica
Mimusops coriacea
Monotropsis reynoldsiae
Monstera deliciosa
Morinda citrifolia
Morinda royoc
Moringa oleifera
Morrenia odorata
Mucuna pruriens
Mucuna sloanei
Muntingia calabura
Murdannia spirata
Murraya exotica
Musa x paradisiaca
Musa acuminata
Myrcianthes fragrans
Myrsine cubana
Najas wrightiana
Nasturtium floridanum
Nectandra coriacea
Nemastylis floridana
Nephrolepis x averyi
Nephrolepis biserrata
Nephrolepis falcata
Nephrolepis multiflora
Neurodium lanceolatum
Neyraudia reynaudiana
Nolina atopocarpa
Nolina brittoniana
Noronhia emarginata
Nymphaea x daubenyana
Nymphaea capensis
Nymphaea jamesoniana
Nymphaea lotus
Nymphoides cristata
Nymphoides indica
Nyssa ursina
Ochna serrulata
Ochrosia elliptica
Ocimum campechianum
Odontonema cuspidatum
Odontonema tubiforme
Odontosoria clavata
Oeceoclades maculata
Okenia hypogaea
Oldenlandia salzmannii
Oldenlandiopsis callitrichoides
Oncidium floridanum
Ophioglossum pendulum
Oplismenus burmannii
Opuntia x cubensis
Opuntia ammophila
Opuntia cochenillifera
Opuntia dillenii
Opuntia leucotricha
Opuntia tenuiflora
Opuntia triacantha
Oryza rufipogon
Oxalis intermedia
Oxalis pes-caprae
Oxypolis greenmanii
Pachyrhizus erosus
Paederia cruddasiana
Palafoxia feayi
Panicum abscissum
Panicum lacustre
Parnassia caroliniana
Paronychia chartacea
Paronychia erecta
Pascalia glauca
Paspalidium chapmanii
Paspalum blodgettii
Paspalum caespitosum
Paspalum coryphaeum
Paspalum fimbriatum
Paspalum laxum
Paspalum pleostachyum
Passiflora x belotii
Passiflora biflora
Passiflora ciliata
Passiflora coccinea
Passiflora multiflora
Passiflora pallens
Passiflora sexflora
Passiflora vitifolia
Pavonia paludicola
Pavonia spinifex
Pecluma dispersa
Pecluma plumula
Pecluma ptilodon
Pectis x floridana
Pectis glaucescens
Pectis humifusa
Pectis linearifolia
Pectis linifolia
Pedilanthus tithymaloides
Pelexia adnata
Peltophorum dubia
Peltophorum pterocarpum
Pennisetum pedicellatum
Pennisetum setaceum
Pentalinon luteum
Pentas lanceolata
Peperomia alata
Peperomia amplexicaulis
Peperomia glabella
Peperomia humilis
Peperomia magnoliifolia
Peperomia obtusifolia
Peperomia rotundifolia
Pereskia grandifolia
Persea americana
Persea humilis
Petitia domingensis
Petrea volubilis
Phaius tancarvilleae
Pharus lappulaceus
Phaseolus lunatus
Philodendron hederaceum
Phlebodium pseudoaureum
Phoebanthus grandiflorus
Phoebanthus tenuifolius
Phoenix canariensis
Phoenix reclinata
Phoradendron rubrum
Phyla dulcus
Phyla stoechadifolia
Phyllanthus acidus
Phyllanthus amarus
Phyllanthus angustifolius
Phyllanthus fluitans
Phyllanthus liebmannianus
Phyllanthus pentaphyllus
Phyllostachys meyeri
Phymatosorus scolopendria
Physalis angustifolia
Physalis carpenteri
Physostegia godfreyi
Picramnia pentandra
Pilea herniarioides
Pilea nummulariifolia
Pilea trianthemoides
Pilosocereus polygonus
Pimenta dioica
Pinguicula ionantha
Piper aduncum
Piper auritum
Piptochaetium avenacioides
Piscidia piscipula
Pisonia floridana
Pisonia rotundata
Pithecellobium bahamense
Pithecellobium keyense
Pithecellobium unguis-cati
Pithecoctenium crucigerum
Pittosporum pentandrum
Pityopsis falcata
Pityopsis flexuosa
Pityrogramma calomelanos
Pityrogramma trifoliata
Platanthera x apalachicola
Platanthera x bicolor
Platanthera x channellii
Platanthera x osceola
Platycladus orientalis
Platythelys querceticola
Platythelys sagraeanus
Plaubelia sprengelii
Plectranthus parviflorus
Pleea tenuifolia
Pleopeltis astrolepis
Pleurothallis gelida
Pluchea carolinensis
Pluchea longifolia
Pluchea sagittalis
Plumbago auriculata
Plumeria obtusa
Podocarpus macrophyllus
Podranea ricasoliana
Polyalthia suberosa
Polycarpaea corymbosa
Polygala lewtonii
Polygala rugelii
Polygala smallii
Polygonella basiramia
Polygonella ciliata
Polygonella macrophylla
Polygonella myriophylla
Polygonella robusta
Polypodium triseriale
Polyscias guilfoylei
Polystachya concreta
Polystichum tsus-simense
Polytrias indica
Ponthieva brittoniae
Poranopsis paniculata
Portulaca minuta
Portulaca rubricaulis
Potamogeton x subdentatus
Potamogeton floridanus
Pouteria campechiana
Pouteria dominigensis
Pouzolzia zeylanica
Praxelis clematidea
Premna odorata
Prescotia oligantha
Prosthechea boothiana
Prosthechea cochleata
Prosthechea pygmaea
Prunus geniculata
Prunus myrtifolia
Pseudelephantopus spicatus
Pseuderanthemum variabile
Pseudophoenix sargentii
Psidium cattleianum
Psidium guajava
Psidium longipes
Psychotria ligustrifolia
Psychotria nervosa
Psychotria punctata
Psychotria tenuifolia
Pteridium caudatum
Pteris x delchampsii
Pteris bahamensis
Pteris cretica
Pteris grandifolia
Pteris plumula
Pteris tripartita
Ptychosperma elegans
Ptychosperma macarthuri
Pulicaria arabica
Pyrostegia venusta
Quercus x mellichampii
Quercus x oviedoensis
Quercus x rolfsii
Quercus x venulosa
Quercus inopina
Quisqualis indica
Radermachera sinica
Randia aculeata
Rauvolfia tetraphylla
Reimarochloa oligostachya
Remirea maritima
Reynosia septentrionalis
Rhabdadenia biflora
Rhipsalis baccifera
Rhizophora mangle
Rhododendron chapmanii
Rhodomyrtus tomentosa
Rhynchosia cinerea
Rhynchosia cytisoides
Rhynchosia lewtonii
Rhynchosia parvifolia
Rhynchosia precatoria
Rhynchosia swartzii
Rhynchospora brachychaeta
Rhynchospora curtissii
Rhynchospora eximia
Rhynchospora floridensis
Rhynchospora marliniana
Rhynchospora megaplumosa
Rhynchospora pineticola
Ribes echinellum
Richardia grandiflora
Richardia humistrata
Rotala rotundifolia
Rousselia humilis
Roystonea regia
Rubus inferior
Rubus mirus
Rubus niveus
Rubus ucetanus
Rudbeckia graminifolia
Ruellia blechum
Ruellia ciliatiflora
Rumex frutescens
Rumex obovatus
Rumohra adiantiformis
Russelia equisetiformis
Sabal etonia
Sabatia grandiflora
Sachsia polycephala
Sagittaria kurziana
Salvia chapmanii
Salvia micrantha
Salvia occidentalis
Salvia riparia
Salvia serotina
Samanea saman
Sansevieria hyacinthoides
Sansevieria trifasciata
Sapium glandulosum
Sarracenia x bellii
Sarracenia x gilpinii
Sarracenia x mitchelliana
Sarracenia x naczii
Sarracenia x wrigleyana
Savia bahamensis
Scaevola sericea
Schaefferia frutescens
Schefflera actinophylla
Schefflera arboricola
Schizachyrium maritimum
Schizachyrium niveum
Schizachyrium rhizomatum
Schizaea pennula
Schoenoplectus x contortus
Schoepfia schreberi
Scleria lacustris
Scleria lithosperma
Scoparia montevidensis
Scutellaria floridana
Scutellaria havanensis
Sedum mexicanum
Selaginella eatonii
Selaginella willdenowii
Selenicereus coniflorus
Selenicereus pteranthus
Senecio cannabinifolius
Senna atomaria
Senna didymobotrya
Senna ligustrina
Senna mexicana
Senna spectabilis
Senna tora
Sesbania grandiflora
Sesbania virgata
Setaria barbata
Setaria megaphylla
Setaria rariflora
Setaria setosa
Setaria sphacelata
Severinia buxifolia
Sida aggregata
Sida antillensis
Sida glabra
Sida rubromarginata
Sida santaremensis
Sida urens
Sideroxylon foetidissimum
Sideroxylon salicifolium
Silphium simpsonii
Simarouba glauca
Smilax coriacea
Solanum bahamense
Solanum donianum
Solanum glaucophyllum
Solanum jamaicense
Solanum lanceifolium
Solanum mauritianum
Solanum nigrum
Solanum racemosum
Solanum seaforthianum
Solanum tampicense
Solanum torvum
Solanum umbellatum
Solenostemon scutellarioides
Spathodea campanulata
Spathoglottis plicata
Spermacoce densiflora
Spermacoce prostrata
Spermacoce terminalis
Spermacoce tetraquetra
Sphagneticola trilobata
Spigelia anthelmia
Spigelia gentianoides
Spigelia loganioides
Spiranthes x folsomii
Spiranthes x itchetuckneensis
Spiranthes x meridionalis
Spiranthes amesiana
Spiranthes torta
Spondias purpurea
Sporobolus tenuissimus
Stachydeoma graveolens
Stachytarpheta jamaicensis
Stachytarpheta urticifolia
Stemodia durantifolia
Stenochlaena tenuifolia
Stenorrhynchos lanceolatum
Stenorrhynchos squamulosum
Stictocardia tiliifolia
Striga gesnerioides
Strumpfia maritima
Strychnos spinosa
Stylisma abdita
Stylosanthes calcicola
Stylosanthes hamata
Suriana maritima
Swietenia mahagoni
Syagrus romanzoffiana
Symphyotrichum bracei
Symphyotrichum fontinale
Symphyotrichum kralii
Symphyotrichum simmondsii
Synedrella nodiflora
Syngonium angustatum
Syngonium podophyllum
Syzygium cumini
Syzygium jambos
Tabebuia aurea
Tabebuia heterophylla
Tabernaemontana alba
Tabernaemontana divaricata
Talinum triangulare
Tamarindus indica
Taxus floridana
Tecoma capensis
Tectaria x amesiana
Tectaria coriandrifolia
Tectaria fimbriata
Tectaria incisa
Tephrosia angustissima
Tephrosia rugelii
Terminalia catappa
Terminalia muelleri
Tetrapanax papyrifer
Tetrazygia bicolor
Thelypteris augescens
Thelypteris grandis
Thelypteris interrupta
Thelypteris opulenta
Thelypteris patens
Thelypteris reptans
Thelypteris resinifera
Thelypteris reticulata
Thelypteris sclerophylla
Thelypteris serrata
Thelypteris tetragona
Themeda quadrivalvis
Thespesia populnea
Thrinax radiata
Thunbergia erecta
Thunbergia fragrans
Thunbergia grandiflora
Ticanto nuga
Tillandsia x floridana
Tillandsia balbisiana
Tillandsia bulbosa
Tillandsia flexuosa
Tillandsia ionantha
Tillandsia paucifolia
Tillandsia pruinosa
Tillandsia simulata
Tillandsia variabilis
Tithonia diversifolia
Tithonia rotundifolia
Tolumnia bahamensis
Torenia fournieri
Tradescantia crassula
Tradescantia spathacea
Tradescantia zebrina
Tragia saxicola
Trema lamarckiana
Trema micrantha
Trema orientalis
Trichocentrum maculatum
Trichomanes holopterum
Trichomanes krausii
Trichomanes lineolatum
Trichomanes punctatum
Trichosanthes cucumerina
Trichostema suffrutescens
Trichostigma octandrum
Tridax procumbens
Trifolium glomeratum
Trifolium hirtum
Trifolium spumosum
Trifolium tomentosum
Trigonella caerulea
Trimezia martinicensis
Triphora amazonica
Triphora craigheadii
Triphora gentianoides
Triphora rickettii
Triplaris melaenodendron
Tripsacum floridanum
Triumfetta pentandra
Triumfetta rhomboidea
Tropidia polystachya
Turnera ulmifolia
Typha x bethulona
Urena lobata
Urochloa arrecta
Urochloa deflexa
Urochloa distachya
Urochloa oligobrachiata
Urochloa piligera
Utricularia amethystina
Utricularia simulans
Vachellia choriophylla
Vachellia cornigera
Vachellia sphaerocephala
Vachellia tortuosa
Valeriana scandens
Vallesia antillana
Vanilla barbellata
Vanilla dilloniana
Vanilla inodora
Vanilla mexicana
Vanilla phaeantha
Vanilla planifolia
Vanilla pompona
Verbesina chapmanii
Vernonia x concinna
Vernonia blodgettii
Viburnum suspensum
Vicia ocalensis
Vigna adenantha
Vigna hosei
Vigna speciosa
Vitex glabrata
Vitex trifolia
Vitis shuttleworthii
Voyria parasitica
Wahlenbergia linarioides
Warea amplexifolia
Warea carteri
Washingtonia filifera
Washingtonia robusta
Wisteria x formosa
Wolffia globosa
Woodwardia radicans
Xanthosoma violaceum
Ximenia americana
Xylosma buxifolia
Xyris calcicola
Xyris correlliorum
Xyris isoetifolia
Xyris longisepala
Xyris panacea
Zamia furfuracea
Zanthoxylum coriaceum
Zanthoxylum flavum
Zea mexicana
Zephyranthes citrina
Zephyranthes rosea
Zingiber zerumbet
Ziziphus celata
Ziziphus mauritiana
Zoysia japonica
Zoysia tenuifolia
x Calammophila
Achillea filipendulina
Achillea ligustica
Aesculus x marylandica
Allium scorodoprasum
Alyssum murale
Amaranthus tricolor
Ambrosia x helenae
Amelanchier x quinti-martii
Anemone blanda
Arabis procurrens
Asplenium scolopendrium
Atropa bella-donna
Aurinia saxatilis
Betula murrayana
Bromus alopecuros
Bromus madritensis
Bromus scoparius
Campanula carpatica
Campanula medium
Carex x subimpressa
Carex x subviridula
Carex x trichina
Carex atratiformis
Carex flacca
Carex heleonastes
Carex viridistellata
Ceanothus sanguineus
Centaurea virgata
Chamaemelum nobile
Chionodoxa luciliae
Cornus x friedlanderi
Crataegus x immanis
Crataegus ambitiosa
Crataegus arcana
Crataegus ater
Crataegus glareosa
Crataegus opulens
Crataegus suborbiculata
Crepis nicaeensis
Cynanchum vincetoxicum
Dianthus sylvestris
Dictamnus albus
Draba incana
Drosera x belezeana
Dryopteris x separabilis
Dysphania aristata
Epilobium obscurum
Equisetum telmateia
Erigeron hyssopifolius
Festuca altaica
Galium kamtschaticum
Galium verrucosum
Geranium pyrenaicum
Helianthus x divariserratus
Helleborus niger
Hieracium x grohii
Hieracium canadense
Hieracium maculatum
Iberis sempervirens
Impatiens glandulifera
Iris x robusta
Juglans regia
Juncus x alpiniformis
Lactuca x morssii
Lathyrus odoratus
Leucanthemum x superbum
Linaria spartea
Listera x veltmanii
Lonicera caprifolium
Lonicera ruprechtiana
Lupinus polycarpus
Lycopodiella subappressa
Narcissus x medioluteus
Nardus stricta
Oligoneuron houghtonii
Oplopanax horridus
Packera insulae-regalis
Papaver x strigosum
Perideridia americana
Phacelia tanacetifolia
Pimpinella anisum
Plagiobothrys figuratus
Platanthera x vossii
Polygala vulgaris
Populus x heimburgeri
Populus x rouleauiana
Primula veris
Prosartes hookeri
Prunus glandulosa
Quercus x beckyae
Quercus x faxonii
Quercus x wagneri
Rhamnus utilis
Ribes alpinum
Rosa x alba
Rosa x damascena
Rosa villosa
Rubus x paracaulis
Rubus caesius
Rubus centralis
Rubus hanesii
Rubus signatus
Saponaria ocymoides
Saxifraga aizoides
Saxifraga tricuspidata
Schedonorus giganteus
Scutellaria x churchilliana
Sedum hispanicum
Sedum sexangulare
Silene x hampeana
Silene conica
Silene nutans
Spiraea septentrionalis
Tetraneuris herbacea
Thymus kosteletzkyanus
Trachyspermum ammi
Tragopogon x crantzii
Tragopogon mirabilis
Trifolium depauperatum
Trifolium fucatum
Trifolium medium
Vaccinium ovalifolium
Viola x wittrockiana
Ageratina luciae-brauniae
Aphanes arvensis
Apios priceana
Arabis perstellata
Astilbe crenatiloba
Astragalus bibullatus
Astragalus tennesseensis
Bacidia lobarica
Blephilia subnuda
Buckleya distichophylla
Buxus sempervirens
Calamagrostis cainii
Calamovilfa arcuata
Callicarpa dichotoma
Cardamine clematitis
Carex ouachitana
Carex timida
Cerastium diffusum
Cerastium dubium
Chelone lyonii
Clematis morefieldii
Clematis viticella
Clinopodium glabellum
