"Species","TaxID"
"Sicyos ampelophyllus","1132114"
"Sicyos glaber","1132126"
"Sicyos laciniatus","1132130"
"Sicyos microphyllus","1132142"
"Sicyos parviflorus","1132146"
"Sida abutifolia","108356"
"Sida ciliaris","108361"
"Sida cordifolia","108362"
"Sida longipes","108371"
"Sida neomexicana","108373"
"Sida tragiifolia","2995384"
"Sidastrum paniculatum","108354"
"Sideroxylon celastrinum","407064"
"Silene laciniata","403535"
"Silene subciliata","200594"
"Silphium albiflorum","121891"
"Simsia calva","372432"
"Simsia lagasceiformis","684007"
"Sisymbrium auriculatum","536389"
"Sisyrinchium cernuum","1129431"
"Sisyrinchium chilense","1053808"
"Sisyrinchium demissum","1053816"
"Sisyrinchium iridifolium","58707"
"Sisyrinchium minus","1053839"
"Solanum adscendens","205523"
"Solanum bulbocastanum","147425"
"Solanum campechiense","115662"
"Solanum capsicoides","205536"
"Solanum citrullifolium","205540"
"Solanum davisense","652122"
"Solanum diphyllum","693386"
"Solanum douglasii","1807822"
"Solanum erianthum","374041"
"Solanum fendleri","62892"
"Solanum heterodoxum","652125"
"Solanum jamesii","172793"
"Solanum tenuipes","652130"
"Solidago altiplanities","3037096"
"Solidago juliae","2909614"
"Solidago ludoviciana","3037087"
"Solidago wrightii","3037134"
"Soliva mutisii","99104"
"Sophora gypsophila","2932918"
"Sophora secundiflora","48122"
"Sophora tomentosa","256637"
"Spartina spartinae","180094"
"Spartium junceum","49843"
"Spermacoce verticillata","462690"
"Sphaeralcea angustifolia","217322"
"Sphaeralcea incana","139632"
"Sphaeralcea wrightii","217325"
"Sphagnum portoricense","128225"
"Spigelia hedyotidea","103793"
"Spigelia texana","103795"
"Spiranthes parksii","499199"
"Splachnobryum obtusum","130444"
"Sporobolus buckleyi","1629747"
"Sporobolus contractus","160561"
"Sporobolus flexuosus","1629760"
"Sporobolus giganteus","96053"
"Sporobolus nealleyi","638010"
"Sporobolus purpurascens","1629790"
"Sporobolus texanus","1629807"
"Sporobolus wrightii","433908"
"Stachys bigelovii","194210"
"Stachys coccinea","141787"
"Stachys crenata","194216"
"Stachys drummondii","194218"
"Stellaria cuspidata","645713"
"Stellaria parva","3104635"
"Stemodia lanata","2907120"
"Stemodia schottii","438431"
"Stenaria butterwickiae","161086"
"Stenaria mullerae","1968635"
"Stenaria rupicola","1968636"
"Stevia ovata","558495"
"Stevia serrata","558511"
"Stevia viscida","558524"
"Stillingia texana","316869"
"Streptanthus bracteatus","154106"
"Streptanthus carinatus","536424"
"Streptanthus cutleri","1443329"
"Streptanthus hyacinthoides","536425"
"Streptanthus maculatus","536426"
"Streptanthus platycarpus","536428"
"Streptanthus sparsiflorus","536428"
"Stuckenia striata","397092"
"Stylocline micropoides","1754186"
"Stylosanthes viscosa","79081"
"Styphnolobium affine","48123"
"Styrax platanifolius","153548"
"Suaeda conferta","648820"
"Suaeda mexicana","648824"
"Suaeda suffrutescens","648834"
"Suaeda tampicensis","648835"
"Symphoricarpos longiflorus","709976"
"Symphoricarpos palmeri","709980"
"Symphoricarpos rotundifolius","548155"
"Symphyotrichum divaricatum","1249080"
"Symphyotrichum expansum","3076704"
"Symphyotrichum fendleri","481943"
"Symphyotrichum squamatum","1053329"
"Synthlipsis greggii","98037"
"Tagetes micrantha","2490678"
"Talinopsis frutescens","107599"
"Tamarix africana","189784"
"Tamarix aphylla","189786"
"Tamaulipa azurea","506632"
"Tauschia texana","178716"
"Taxodium mucronatum","99812"
"Tecoma stans","69904"
"Tectaria heracleifolia","1435278"
"Tephrosia lindheimeri","3091997"
"Tephrosia onobrychoides","2981241"
"Tephrosia potosina","3092009"
"Tetraclea coulteri","54472"
"Tetragonotheca repanda","183089"
"Tetragonotheca texana","1954297"
"Tetramerium nervosum","76385"
"Tetraneuris linearifolia","2741203"
"Tetraneuris scaposa","2213173"
"Teucrium cubense","1209850"
"Teucrium laciniatum","1209866"
"Thalassia testudinum","55497"
"Thalictrum arkansanum","1277764"
"Thalictrum texanum","1277794"
"Thamnosma texana","452800"
"Thelesperma longipes","153161"
"Thelocactus bicolor","867532"
"Thelocactus setispinus","867536"
"Thelypodiopsis purpusii","664073"
"Thelypodiopsis shinnersii","203603"
"Thelypodiopsis vaseyi","203633"
"Thelypodium texanum","536436"
"Thelypodium wrightii","203606"
"Themeda triandra","106636"
"Thevetia peruviana","52862"
"Thunbergia alata","32198"
"Thurovia triflora","199527"
"Thymophylla acerosa","2907100"
"Thymophylla pentachaeta","41652"
"Thymophylla setifolia","169610"
"Thymophylla tenuiloba","169611"
"Tidestromia carnosa","451968"
"Tidestromia gemmata","2778335"
"Tidestromia oblongifolia","2749027"
"Tidestromia suffruticosa","217684"
"Tillandsia baileyi","482605"
"Tinantia anomala","1415685"
"Tiquilia canescens","347650"
"Tiquilia gossypina","347660"
"Tiquilia greggii","347662"
"Tiquilia hispidissima","347663"
"Tiquilia mexicana","347666"
"Tournefortia hirsutissima","454108"
"Tournefortia volubilis","2860807"
"Trachelospermum jasminoides","69389"
"Trachypogon spicatus","106638"
"Tradescantia brevifolia","428260"
"Tradescantia buckleyi","428261"
"Tradescantia crassifolia","1415691"
"Tradescantia ernestiana","1415692"
"Tradescantia pallida","59015"
"Tradescantia paludosa","29658"
"Tradescantia tharpii","1415702"
"Tragia amblyodonta","1777521"
"Tragia betonicifolia","398639"
"Tragia brevispica","1487836"
"Tragia glanduligera","1487839"
"Tragia ramosa","1777558"
"Tragus berteronianus","59911"
"Trianthema portulacastrum","3548"
"Trichloris crinita","110907"
"Trichloris pluriflora","751720"
"Trichocoronis rivularis","1563975"
"Trichocoronis wrightii","1563979"
"Trichoneura elegans","433911"
"Trichostema arizonicum","201520"
"Tridens albescens","1986439"
"Tridens buckleyanus","1986441"
"Tridens congestus","796460"
"Tridens muticus","433913"
"Tridens texanus","1986449"
"Trifolium bejariense","74506"
"Trifolium polymorphum","361563"
"Trillium gracile","147079"
"Trillium texanum","307732"
"Trillium viridescens","82507"
"Triodanis coloradoensis","519303"
"Triphasia trifolia","159070"
"Tripogon spicatus","433919"
"Tripterocalyx carneus","363214"
"Triraphis mollis","751736"
"Trixis californica","41655"
"Trixis inula","1130849"
"Turbina corymbosa","2607118"
"Turnera diffusa","329212"
"Ulmus crassifolia","102694"
"Ungnadia speciosa","124991"
"Urochloa arizonica","744480"
"Urochloa mutica","158174"
"Urochloa panicoides","37563"
"Urochloa reptans","173852"
"Urtica gracilenta","1470440"
"Urvillea ulmacea","557053"
"Vachellia bravoensis","519523"
"Vachellia constricta","138020"
"Vachellia rigidula","205076"
"Vachellia schottii","138042"
"Vachellia vernicosa","519526"
"Valeriana arizonica","300894"
"Valeriana texana","300930"
"Valerianella amarella","368321"
"Valerianella florifera","368324"
"Valerianella stenocarpa","368328"
"Valerianella texana","368329"
"Varilla texana","176587"
"Vaseyochloa multinervosa","160593"
"Vauquelinia corymbosa","32250"
"Venturiella sinensis","61580"
"Verbena canescens","443380"
"Verbena menthifolia","443385"
"Verbena neomexicana","443387"
"Verbena perennis","463130"
"Verbesina microptera","2010370"
"Vernonia marginata","2067263"
"Vernonia missurica","434703"
"Vernonia texana","434706"
"Vetiveria zizanioides","167337"
"Viburnum australe","1190423"
"Vicia lutea","200970"
"Viguiera cordifolia","684029"
"Viguiera dentata","191178"
"Viguiera phenax","1048924"
"Viguiera stenoloba","2907106"
"Viola guadalupensis","1108649"
"Vitex negundo","361442"
"Vitis x champinii","884146"
"Vitis x doaniana","884147"
"Vitis acerifolia","506485"
"Vitis arizonica","103353"
"Vitis monticola","754101"
"Vitis mustangensis","756011"
"Waltheria indica","671526"
"Warnockia scutellarioides","457165"
"Wedelia acapulcensis","2478786"
"Willkommia texana","433921"
"Wislizenia refracta","202662"
"Wissadula amplissima","458529"
"Wissadula periplocifolia","288311"
"Wolffiella lingulata","161126"
"Wolffiella oblonga","161128"
"Woodsia neomexicana","2706179"
"Woodsia phillipsii","2706180"
"Xanthisma texanum","71101"
"Xanthocephalum gymnospermoides","71103"
"Xanthosoma sagittifolium","28478"
"Xylorhiza wrightii","71105"
"Xylosma flexuosa","1130872"
"Xylothamia palmeri","199531"
"Xylothamia triantha","199536"
"Yeatesia platystegia","478938"
"Yucca baccata","480083"
"Yucca campestris","480085"
"Yucca constricta","480089"
"Yucca elata","39551"
"Yucca faxoniana","3149224"
"Yucca louisianensis","480099"
"Yucca necopina","2899655"
"Yucca pallida","480100"
"Yucca reverchonii","480102"
"Yucca rupicola","480104"
"Yucca thompsoniana","2695067"
"Yucca torreyi","3149233"
"Yucca treculeana","39552"
"Zanthoxylum fagara","1056470"
"Zapoteca media","1359334"
"Zea perennis","4580"
"Zephyranthes pulchella","146469"
"Zigadenus nuttallii","164844"
"Zinnia acerosa","53741"
"Zinnia anomala","2126679"
"Zinnia grandiflora","53744"
"Zizania texana","34180"
"Ziziphus obtusifolia","73717"
"Zornia reticulata","1192324"
"Abelia x grandiflora","105883"
"Abelmoschus esculentus","455045"
"Abildgaardia ovata","76408"
"Abutilon hirtum","2511949"
"Abutilon permolle","1312722"
"Acacia auriculiformis","205027"
"Acacia retinodes","1050817"
"Acalypha alopecuroidea","1123418"
"Acalypha arvensis","2906902"
"Acalypha wilkesiana","217498"
"Acoelorraphe wrightii","292681"
"Acrocomia totai","2572401"
"Acrostichum aureum","29594"
"Acrostichum danaeifolium","262948"
"Adenanthera pavonina","3811"
"Adiantum anceps","2420087"
"Adiantum caudatum","1073774"
"Adiantum melanoleucum","1979432"
"Adiantum tenerum","306129"
"Adiantum trapeziforme","1481318"
"Adiantum villosum","1481320"
"Aegiphila elata","488955"
"Aeschynomene histrix","561487"
"Aeschynomene pratensis","561494"
"Agalinis flexicaulis","3030267"
"Agave decipiens","2695036"
"Agave sisalana","442491"
"Aglaonema commutatum","1210880"
"Albizia lebbekoides","370709"
"Albizia procera","384949"
"Aleurites moluccanus","123498"
"Allamanda cathartica","52818"
"Alloteropsis cimicina","486854"
"Alocasia odora","174188"
"Alpinia zerumbet","97723"
"Alstonia macrophylla","693366"
"Alstroemeria pulchella","1231189"
"Alternanthera brasiliana","1167232"
"Alternanthera ficoidea","326744"
"Alternanthera flavescens","217524"
"Alvaradoa amorphoides","85161"
"Alysicarpus ovalifolius","287750"
"Alysicarpus rugosus","1977548"
"Amaranthus dubius","1193840"
"Amaranthus floridanus","1454541"
"Ambrosia hispida","2067517"
"Amphitecna latifolia","429681"
"Amyris elemifera","1465234"
"Anagallis pumila","306293"
"Ananas comosus","4615"
"Andira inermis","53825"
"Andropogon bicornis","330579"
"Andropogon gracilis","2491209"
"Anemia adiantifolia","148548"
"Anemia wrightii","148561"
"Angadenia berteroi","429510"
"Angelonia angustifolia","258236"
"Aniseia martinicensis","197351"
"Annona glabra","301703"
"Annona montana","49857"
"Annona squamosa","301693"
"Anthephora hermaphrodita","1387316"
"Aptenia cordifolia","107607"
"Araucaria heterophylla","34341"
"Ardisia elliptica","693367"
"Ardisia humilis","587400"
"Ardisia solanacea","1073919"
"Argyreia nervosa","139741"
"Argythamnia blodgettii","1969218"
"Aristida floridana","348203"
"Aristida patula","348233"
"Aristida rhizomophora","348245"
"Aristolochia elegans","143780"
"Aristolochia grandiflora","145283"
"Aristolochia labiata","171879"
"Aristolochia maxima","158557"
"Aristolochia ringens","158570"
"Arnoglossum floridanum","1488543"
"Asclepias curtissii","659950"
"Asclepias feayi","659956"
"Asimina obovata","690727"
"Asimina tetramera","690730"
"Asparagus aethiopicus","693368"
"Asplenium abscissum","243980"
"Asplenium cristatum","174653"
"Asplenium erosum","1969219"
"Asplenium monanthes","243997"
"Asplenium pumilum","2027776"
"Asplenium serratum","169381"
"Astragalus obcordatus","1620019"
"Asystasia gangetica","141292"
"Atriplex lampa","880664"
"Ayenia euphrasiifolia","2511793"
"Azolla pinnata","99433"
"Baccharis dioica","2707414"
"Bambusa multiplex","4582"
"Bambusa vulgaris","58168"
"Baptisia calycosa","1969220"
"Baptisia simplicifolia","1969224"
"Barleria cristata","489322"
"Barleria lupulina","101743"
"Basiphyllaea corallicola","159941"
"Bauhinia x blakeana","180222"
"Bauhinia yunnanensis","161749"
"Begonia hirtella","1977213"
"Beloglottis costaricensis","220580"
"Berlandiera subacaulis","121884"
"Billbergia pyramidalis","319737"
"Bischofia javanica","210340"
"Bituminaria bituminosa","53836"
"Blechnum serrulatum","204633"
"Bletia patula","862844"
"Bletia purpurea","140406"
"Bletilla striata","78707"
"Blumea viscosa","313964"
"Bonamia grandiflora","1969225"
"Bontia daphnoides","255891"
"Borrichia arborescens","1969226"
"Bourreria cassinifolia","1620024"
"Bourreria succulenta","43177"
"Bouteloua dimorpha","249590"
"Brasiliopuntia brasiliensis","308214"
"Brassia caudata","154662"
"Breynia disticha","271538"
"Bromelia pinguin","446868"
"Brosimum alicastrum","194253"
"Browallia americana","310462"
"Brugmansia suaveolens","905076"
"Bruguiera gymnorhiza","39984"
"Bucida buceras","578533"
"Bucida molinetii","1809119"
"Buddleja madagascariensis","168508"
"Burmannia flava","396653"
"Bursera simaruba","80326"
"Butia capitata","290278"
"Byrsonima lucida","482931"
"Caesalpinia major","1712203"
"Caesalpinia pauciflora","508992"
"Cajanus cajan","3821"
"Caladium bicolor","174190"
"Calamovilfa curtissii","1629730"
"Calliandra haematomma","1359270"
"Callisia fragrans","428217"
"Callisia ornata","1415675"
"Callitris glaucophylla","214223"
"Calophyllum antillanum","693369"
"Calyptranthes pallens","178121"
"Calyptranthes zuzygium","1969229"
"Campanula floridana","1241078"
"Campanula robinsiae","519285"
"Campylocentrum pachyrrhizum","201627"
"Campyloneurum angustifolium","187342"
"Campyloneurum costatum","1481332"
"Campyloneurum phyllitidis","424520"
"Canavalia brasiliensis","61861"
"Canella winterana","3426"
"Caperonia castaneifolia","2893813"
"Capparis cynophallophora","1465347"
"Capparis flexuosa","202629"
"Cardiospermum microcarpum","556940"
"Carex paeninsulae","653376"
"Carex vexans","314485"
"Carica papaya","3649"
"Carphephorus carnosus","983234"
"Carpobrotus edulis","379215"
"Carya floridana","1370055"
"Caryota mitis","4714"
"Caryota urens","561305"
"Casasia clusiifolia","58500"
"Casearia nitida","312434"
"Cassia afrofistula","1237414"
"Cassia fistula","53852"
"Cassia grandis","162709"
"Cassia javanica","508996"
"Castanea crenata","103480"
"Casuarina cunninghamiana","29737"
"Casuarina equisetifolia","3523"
"Casuarina glauca","3522"
"Catesbaea parviflora","297559"
"Catopsis berteroniana","2054443"
"Catopsis floribunda","213062"
"Catopsis nutans","72644"
"Cayaponia americana","386144"
"Celastrus paniculatus","994668"
"Celosia trigyna","270123"
"Centella asiatica","48106"
"Centratherum punctatum","434637"
"Centrosema arenicola","3085946"
"Centrosema sagittatum","1125351"
"Ceratotheca triloba","192255"
"Chamaecrista lineata","1776317"
"Chamaecrista pilosa","592613"
"Chamaecrista rotundifolia","279218"
"Chamaecrista serpens","346940"
"Chamaedorea seifrizii","77339"
"Chamaesyce conferta","1046443"
"Chamaesyce cumulicola","1969231"
"Chamaesyce lasiocarpa","1046475"
"Chamaesyce porteriana","1046502"
"Chamaesyce thymifolia","318061"
"Chapmannia floridana","108221"
"Chaptalia albicans","2511796"
"Cheilanthes microphylla","1519011"
"Cheiroglossa palmata","208706"
"Chionanthus pygmaeus","1620030"
"Chloris radiata","751621"
"Chrysobalanus icaco","22978"
"Chrysophyllum oliviforme","13425"
"Chrysopogon aciculatus","796860"
"Chrysopogon fulvus","79831"
"Chrysopsis floridana","1969233"
"Chrysopsis godfreyi","1969234"
"Chrysopsis lanuginosa","1969236"
"Chrysopsis latisquamea","1969237"
"Chrysopsis linearifolia","1620031"
"Chrysopsis scabrella","1969238"
"Chrysopsis subulata","1969239"
"Cinnamomum verum","128608"
"Cissampelos pareira","108409"
"Cissus verticillata","289665"
"Citharexylum spinosum","222865"
"Citrus x aurantiifolia","159033"
"Citrus x limon","2708"
"Citrus x limonia","171249"
"Citrus x paradisi","37656"
"Citrus x sinensis","2711"
"Citrus medica","171251"
"Citrus reticulata","85571"
"Clematis baldwinii","1620032"
"Cleome rutidosperma","190803"
"Cleome speciosa","310236"
"Cleome spinosa","228870"
"Clerodendrum chinense","54464"
"Clerodendrum glabrum","54215"
"Clerodendrum speciosissimum","54227"
"Clerodendrum umbellatum","488981"
"Cleyera japonica","182333"
"Clitoria fragrans","1620033"
"Clusia rosea","156476"
"Coccocypselum hirsutum","58498"
"Coccoloba diversifolia","696528"
"Coccoloba uvifera","45179"
"Coccothrinax argentata","115459"
"Cocculus laurifolius","152359"
"Cojoba graciliflora","2822233"
"Colubrina arborescens","1465290"
"Colubrina asiatica","106664"
"Colubrina cubensis","1969240"
"Colubrina elliptica","1465291"
"Commelina forskaolii","3119042"
"Conradina canescens","326153"
"Conradina etonia","182374"
"Conradina glabra","326154"
"Conradina grandiflora","326155"
"Consolea corallicola","1041199"
"Corchorus hirsutus","1051390"
"Corchorus siliquosus","210145"
"Cordia bahamensis","2597676"
"Cordia curassavica","246543"
"Cordia dichotoma","992840"
"Cordia myxa","181185"
"Cordia sebestena","163077"
"Coreopsis floridana","278101"
"Coreopsis leavenworthii","159668"
"Cosmos caudatus","1125397"
"Cranichis muscosa","415396"
"Crassocephalum crepidioides","189211"
"Crataegus arborea","3086358"
"Crataegus lacrimata","3086383"
"Crescentia cujete","1125401"
"Crinum asiaticum","205937"
"Crossopetalum ilicifolium","1034020"
"Crossopetalum rhacoma","123494"
"Crotalaria avonensis","1969242"
"Crotalaria juncea","3829"
"Crotalaria trichotoma","452830"
"Crotalaria verrucosa","890036"
"Crotalaria virgulata","452906"
"Croton lobatus","323092"
"Croton trinitatis","323086"
"Cryptostegia madagascariensis","413276"
"Ctenitis sloanei","449828"
"Ctenitis submarginalis","449830"
"Cucumis metuliferus","61886"
"Cucurbita okeechobeensis","184137"
"Cullen americanum","458331"
"Cupania glabra","1125405"
"Cupaniopsis anacardioides","13467"
"Cuphea aspera","1969244"
"Cuphea strigulosa","312605"
"Curculigo capitulata","72645"
"Curcuma zedoaria","136224"
"Cuscuta americana","437237"
"Cyanthillium cinereum","211151"
"Cyathea cooperi","49500"
"Cyclopogon cranichoides","2018332"
"Cyclopogon elatus","749273"
"Cydista aequinoctialis","83943"
"Cymbopogon citratus","66014"
"Cymbopogon jwarancusa","79836"
"Cyperus alopecuroides","1234173"
"Cyperus filiformis","1867315"
"Cyperus fuligineus","1867316"
"Cyperus hyalinus","306635"
"Cyperus ligularis","1125410"
"Cyperus papyrus","76434"
"Cyperus prolifer","693371"
"Cyperus sphacelatus","906948"
"Cyperus unioloides","2782332"
"Cypselea humifusa","2834071"
"Cyrtopodium punctatum","78743"
"Dactyloctenium radulans","160545"
"Dalbergia brownei","1807099"
"Dalbergia ecastaphyllum","450024"
"Dalbergia sissoo","107308"
"Dalea carthagenensis","252453"
"Deeringothamnus pulchellus","690723"
"Deeringothamnus rugelii","690736"
"Delonix regia","72433"
"Dendrophylax lindenii","201642"
"Dennstaedtia bipinnata","2735841"
"Desmanthus leptophyllus","196651"
"Desmodium scorpiurus","670326"
"Desmodium triflorum","670328"
"Dianella caerulea","244025"
"Dicerandra x thinicola","326161"
"Dicerandra christmanii","403043"
"Dicerandra cornutissima","403044"
"Dicerandra densiflora","326160"
"Dicerandra frutescens","260600"
"Dicerandra immaculata","403047"
"Dichrostachys cinerea","196665"
"Dicranopteris flexuosa","373394"
"Dieffenbachia seguine","42196"
"Digitaria dolichophylla","2511786"
"Digitaria eriantha","661175"
"Digitaria gracillima","2511788"
"Digitaria horizontalis","547049"
"Digitaria setigera","158097"
"Dimocarpus longan","128017"
"Dionaea muscipula","4362"
"Dioscorea sansibarensis","55578"
"Diospyros digyna","110741"
"Diospyros ebenum","570484"
"Diospyros maritima","413758"
"Diplazium esculentum","29615"
"Dodonaea viscosa","151065"
"Dorstenia contrajerva","984801"
"Drynaria quercifolia","272679"
"Drypetes diversifolia","289671"
"Drypetes lateriflora","212297"
"Dyckia brevifolia","1520600"
"Dypsis lutescens","131267"
"Dyschoriste angusta","592414"
"Echinochloa esculenta","121770"
"Echinodorus floridanus","353104"
"Echites umbellatus","144545"
"Eichhornia azurea","44946"
"Eichhornia paniculata","44951"
"Elaeis guineensis","51953"
"Eleocharis nigrescens","863299"
"Eltroplectris calcarata","215226"
"Emilia coccinea","189213"
"Encyclia rufa","1732432"
"Encyclia tampensis","38231"
"Enterolobium contortisiliquum","55671"
"Enydra fluctuans","2782249"
"Epidendrum acunae","544606"
"Epidendrum nocturnum","142307"
"Epidendrum radicans","493982"
"Epidendrum rigidum","426896"
"Epiphyllum hookeri","1548882"
"Epipremnum pinnatum","258264"
"Equisetum ramosissimum","195849"
"Eragrostis elongata","2528926"
"Eragrostis gangetica","1755053"
"Eragrostis prolifera","2575300"
"Eragrostis scaligera","2575308"
"Eranthemum pulchellum","34262"
"Eriocaulon nigrobracteatum","1969250"
"Erithalis fruticosa","43483"
"Ernodea cokeri","2511799"
"Ernodea littoralis","60367"
"Eryngium cuneifolium","1969251"
"Eryngium divaricatum","477855"
"Eucalyptus camaldulensis","34316"
"Eucalyptus grandis","71139"
"Eucalyptus robusta","627158"
"Eugenia axillaris","262447"
"Eugenia confusa","1465303"
"Eugenia foetida","262452"
"Eugenia rhombea","1465306"
"Eugenia uniflora","119951"
"Eulophia alta","577041"
"Eupatorium mikanioides","102776"
"Euphorbia graminea","212900"
"Euphorbia lactea","1138348"
"Euphorbia milii","65559"
"Euphorbia pinetorum","756617"
"Euphorbia pinetorum","1194381"
"Euphorbia polyphylla","1194383"
"Euphorbia rosescens","1281383"
"Euphorbia telephioides","1281412"
"Euphorbia tirucalli","142860"
"Euphorbia trichotoma","212997"
"Eurybia spinulosa","481930"
"Euryops chrysanthemoides","2750165"
"Eustachys neglecta","1704222"
"Evolvulus glomeratus","197388"
"Exostema caribaeum","43485"
"Exothea paniculata","571200"
"Ficus altissima","309270"
"Ficus americana","309276"
"Ficus aurea","463836"
"Ficus benghalensis","309271"
"Ficus benjamina","182105"
"Ficus citrifolia","309283"
"Ficus elastica","182112"
"Ficus microcarpa","66385"
"Ficus religiosa","66387"
"Ficus thonningii","309310"
"Fimbristylis cymosa","269581"
"Flacourtia indica","210376"
"Flaveria floridana","35878"
"Flaveria linearis","4225"
"Flueggea acidoton","1471863"
"Freesia corymbosa","3049234"
"Freesia laxa","49692"
"Fumaria capreolata","1053349"
"Furcraea foetida","1824555"
"Galactia parvifolia","3086960"
"Galactia pinetorum","3086961"
"Galactia smallii","1871514"
"Galenia secunda","1884290"
"Galphimia gracilis","112833"
"Garberia heterophylla","983209"
"Gentiana pennelliana","1969252"
"Gerbera jamesonii","13547"
"Gibasis pellucida","428248"
"Gisekia pharnacioides","3530"
"Glandularia maritima","1969253"
"Glandularia tampensis","463122"
"Gliricidia sepium","167663"
"Gloriosa superba","41220"
"Glycosmis parviflora","159048"
"Gouania lupuloides","1136837"
"Graptophyllum pictum","1382148"
"Grevillea robusta","105748"
"Grewia asiatica","1384607"
"Guaiacum officinale","374122"
"Guaiacum sanctum","45189"
"Guapira discolor","427803"
"Guapira obtusata","1471864"
"Guettarda elliptica","336035"
"Guettarda scabra","153753"
"Guzmania monostachia","49490"
"Gyminda latifolia","123421"
"Gymnanthes lucida","316842"
"Gynura aurantiaca","627154"
"Habenaria distans","1056206"
"Habenaria macroceratitis","493993"
"Habranthus robustus","1234388"
"Halophila decipiens","55459"
"Halophila johnsonii","180125"
"Hamelia patens","681445"
"Haplocarpha lyrata","378691"
"Harperocallis flava","284481"
"Harpullia arborea","201003"
"Harrisella porrecta","201640"
"Harrisia aboriginum","1197759"
"Harrisia eriophora","1277293"
"Harrisia fragrans","1170796"
"Harrisia simpsonii","1170798"
"Hasteola robertiorum","1488547"
"Helianthemum nashii","1620114"
"Helianthus carnosus","73279"
"Heliconia latispatha","4654"
"Heliconia rostrata","96511"
"Heliotropium polyphyllum","1620115"
"Hemigraphis alternata","34269"
"Hemigraphis reptans","258541"
"Hibiscus acetosella","491161"
"Hibiscus cannabinus","229543"
"Hibiscus furcellatus","183243"
"Hibiscus poeppigii","2862247"
"Hibiscus radiatus","183258"
"Hibiscus rosa-sinensis","183298"
"Hibiscus sabdariffa","183260"
"Hibiscus schizopetalus","1109428"
"Hippobroma longiflora","368676"
"Hippocratea volubilis","123425"
"Hippomane mancinella","316844"
"Holmskioldia sanguinea","41390"
"Huperzia dichotoma","73592"
"Hura crepitans","99294"
"Hygrophila corymbosa","34263"
"Hygrophila costata","440893"
"Hygrophila difformis","1279181"
"Hylocereus undatus","176265"
"Hymenachne amplexicaulis","416045"
"Hymenocallis franklinensis","2741038"
"Hymenocallis godfreyi","2741039"
"Hymenocallis henryae","1969255"
"Hymenocallis latifolia","112559"
"Hymenocallis littoralis","59040"
"Hymenocallis palmeri","2741047"
"Hymenocallis rotata","1234395"
"Hyparrhenia rufa","167342"
"Hypelate trifoliata","289811"
"Hypericum chapmanii","268983"
"Hypericum cumulicola","448154"
"Hypericum lissophloeus","269003"
"Hypolepis repens","2072651"
"Hyptis pectinata","986232"
"Hyptis spicigera","2910975"
"Hyptis verticillata","986250"
"Ibicella lutea","204345"
"Ilex x attenuata","185485"
"Ilex krugiana","1969256"
"Impatiens walleriana","127142"
"Imperata brasiliensis","485333"
"Indigofera colutea","198864"
"Indigofera hendecaphylla","520844"
"Indigofera pilosa","3089969"
"Indigofera tinctoria","198914"
"Ionopsis utricularioides","154687"
"Ipomoea aquatica","89636"
"Ipomoea asarifolia","89639"
"Ipomoea microdactyla","405748"
"Ipomoea tenuissima","129208"
"Ipomoea triloba","35885"
"Iva asperifolia","2364181"
"Ixora coccinea","43503"
"Ixora pavetta","591754"
"Jacaranda mimosifolia","185774"
"Jacquemontia curtissii","350116"
"Jacquemontia havanensis","350115"
"Jacquemontia pentanthos","197406"
"Jacquemontia reclinata","197407"
"Jacquinia keyensis","110746"
"Jasminum dichotomum","693376"
"Jasminum fluminense","84810"
"Jasminum multiflorum","310423"
"Jasminum nitidum","126534"
"Jasminum officinale","126433"
"Jasminum sambac","660624"
"Jatropha curcas","180498"
"Jatropha gossypiifolia","454931"
"Jatropha integerrima","316874"
"Jatropha multifida","3996"
"Justicia cooleyi","1969260"
"Justicia pectoralis","2899643"
"Justicia spicigera","141992"
"Kalanchoe blossfeldiana","45339"
"Kalanchoe daigremontiana","23013"
"Kalanchoe gastonis-bonnieri","80899"
"Kalanchoe laciniata","1435564"
"Kalanchoe pinnata","80913"
"Kallstroemia pubescens","2603010"
"Khaya senegalensis","587579"
"Koanophyllon villosum","1745091"
"Krugiodendron ferreum","106685"
"Lachnocaulon engleri","352491"
"Laelia rubescens","142330"
"Lagascea mollis","1475413"
"Lagurus ovatus","100810"
"Lantana depressa","558549"
"Lantana involucrata","925351"
"Laportea aestuans","1475415"
"Lasiacis divaricata","441378"
"Lasiacis ruscifolia","441381"
"Lechea cernua","1620126"
"Lespedeza virgata","688285"
"Leucaena esculenta","190739"
"Leucojum vernum","197685"
"Leucothrinax morrisii","292710"
"Liatris garberi","983218"
"Liatris gholsonii","2899634"
"Liatris ohlingerae","983225"
"Liatris provincialis","102785"
"Liatris savannensis","1969263"
"Licaria triandra","128638"
"Lilium formosanum","63788"
"Lilium iridollae","1050821"
"Lilium philippinense","82326"
"Limnophila aromatica","438424"
"Limnophila indica","3128665"
"Lindernia ciliata","2508690"
"Linum arenicola","1969264"
"Linum carteri","1969265"
"Liparis elata","327332"
"Liriope spicata","100521"
"Livistona chinensis","115492"
"Livistona rotundifolia","674215"
"Lobelia brevifolia","1751910"
"Lobelia feayana","1620134"
"Lomariopsis kunzeana","373559"
"Lonchocarpus punctatus","1582202"
"Lotononis bainesii","1096782"
"Lotus pedunculatus","347994"
"Ludwigia bonariensis","1892872"
